Номер_закладу_в_АІКОМ,Повна_назва_закладу,Назва_ТГ,Тип_простору,Формат_роботи,longitude,latitude,hromada_id,region_name,risk_bucket,is_mountain
17578,Заболоттівський ліцей Заболоттівської селищної ради Ковельського району Волинської області,Заболоттівська селищна територіальна громада,2026 STEM,Очно,24.25215840339661,51.63247979592371,UA07060150000038564,Волинська,Дуже високий,FALSE
17462,"Опорний заклад ""Вишнівський ліцей"" Вишнівської сільської ради",Вишнівська сільська територіальна громада,2026 STEM,Очно,24.029763,51.19767,UA07060050000091514,Волинська,Високий,FALSE
17262,"45070, Волинська область, Ковельський район, селище Голоби, вул. Перемоги, 1",Голобська селищна територіальна громада,2026 STEM,Очно,25.012242856126363,51.08413610701045,UA07060070000063773,Волинська,Помірний,FALSE
17031,Горохівський ліцей №1 ім. І. Я. Франка Горохівської міської ради Луцького району Волинської області,Горохівська міська територіальна громада,2026 STEM,Очно,24.765151,50.49694,UA07080070000052255,Волинська,Задовільний,FALSE
17147,Опорний заклад загальної середньої освіти «Камінь-Каширський ліцей №1 ім. Євгена Шабліовського» Камінь-Каширської міської ради Волинської області,Камінь-Каширська міська територіальна громада,2026 STEM,Очно,24.9666077,51.6245877,UA07040010000033507,Волинська,Високий,FALSE
17361,"комунальний заклад загальної середньої освіти ""Луцький ліцей № 9 Луцької міської ради""",Луцька міська територіальна громада,2026 STEM,Очно,25.33183369005696,50.7508480548724,UA07080170000013585,Волинська,Помірний,FALSE
16979,Нововолинський науковий ліцей Волинської обласної ради,Нововолинська міська територіальна громада,2026 STEM,Очно,24.172218,50.725744,UA07020130000036300,Волинська,Задовільний,FALSE
17591,"Опорний заклад загальної середньої освіти ""Самарівський ліцей імені Петра Штика Самарівської сільської ради Ковельського району Волинської області""",Самарівська сільська територіальна громада,2026 STEM,Очно,24.6148781,51.85860479999999,UA07060350000084520,Волинська,Дуже високий,FALSE
17395,Підгайцівський ліцей Підгайцівської сільської ради Луцького рацону Волинської області,Підгайцівська сільська територіальна громада,2026 STEM,Очно,25.4042557,50.710411,UA07080230000046097,Волинська,Задовільний,FALSE
3110,ВЕРБКІВСЬКИЙ ЛІЦЕЙ ВЕРБКІВСЬКОЇ СІЛЬСЬКОЇ РАДИ ПАВЛОГРАДСЬКОГО РАЙОНУ ДНІПРОПЕТРОВСЬКОЇ ОБЛАСТІ,Вербківська сільська територіальна громада,2026 STEM,Очно,35.901278,48.58431,UA12120030000075687,Дніпропетровська,Високий,FALSE
3607,Олександрівський ліцей Слобожанської селищної ради Дніпровського району Дніпропетровської області,Слобожанська селищна територіальна громада,2026 STEM,Очно,35.233690738677986,48.514038724449286,UA12020250000010438,Дніпропетровська,Високий,FALSE
3580,Заклад загальної  середньої освіти «Солонянський ліцей» Солонянської селищної ради Дніпропетровської області,Солонянська селищна територіальна громада,2026 STEM,Очно,34.880648,48.213746,UA12020270000063450,Дніпропетровська,Дуже високий,FALSE
3266,Верхньодніпровський ліцей №5 Верхньодніпровської міської ради,Верхньодніпровська міська територіальна громада,2026 STEM,Очно,34.334526,48.661933,UA12040050000057182,Дніпропетровська,Високий,FALSE
3756,Дніпровський науковий ліцей інформаційних технологій Дніпровської міської ради,Дніпровська міська територіальна громада,2026 STEM,Очно,35.056233,48.457439,UA12020010000033698,Дніпропетровська,Високий,FALSE
3119,Ліцей «Тріумф» П’ятихатської міської ради,П'ятихатська міська територіальна громада,2026 STEM,Очно,33.70657014260988,48.39550197037702,UA12040210000039759,Дніпропетровська,Високий,FALSE
3434,Комунальний заклад «Ліцей №16» Кам’янської міської ради,Кам'янська міська територіальна громада,2026 STEM,Очно,34.60770368634258,48.51665014753654,UA12040150000015189,Дніпропетровська,Високий,FALSE
3591,Ліцей №2 Підгородненської міської ради Дніпропетровської області,Підгородненська міська територіальна громада,2026 STEM,Очно,35.108299,48.573622,UA12020210000032285,Дніпропетровська,Високий,FALSE
2783,комунальний заклад «Тернівський ліцей №5 Тернівської міської ради Дніпропетровської області»,Тернівська міська територіальна громада,2026 STEM,Очно,36.075803,48.525139,UA12120090000031622,Дніпропетровська,Дуже високий,FALSE
16926,Тетерівський ліцей імені В'ячеслава Кауркіна Житомирського району Житомирської області,Тетерівська сільська територіальна громада,2026 STEM,Очно,28.565573,50.234645,UA18040530000045696,Житомирська,Задовільний,FALSE
16946,Радомишльський ліцей №3 Житомирської області,Радомишльська міська територіальна громада,2026 STEM,Очно,29.2416439,50.5003013,UA18040450000079138,Житомирська,Помірний,FALSE
16047,Пулинський ліцей Пулинської селищної ради Житомирського району Житомирської області,Пулинська селищна територіальна громада,2026 STEM,Очно,28.260927,50.466211,UA18040430000080827,Житомирська,Задовільний,FALSE
15902,Овруцький ліцей імені Андрія Малишка Овруцької міської ради,Овруцька міська територіальна громада,2026 STEM,Очно,28.801632,51.323022,UA18060170000069581,Житомирська,Дуже високий,FALSE
15794,ліцей №1 імені Густава Олізара Коростишівської міської ради,Коростишівська міська територіальна громада,2026 STEM,Очно,29.062071,50.312867,UA18040250000068141,Житомирська,Задовільний,FALSE
16107,Малинський міський ліцей №2 Малинської міської ради,Малинська міська територіальна громада,2026 STEM,Очно,29.243477,50.767173,UA18060130000061781,Житомирська,Помірний,FALSE
15576,«Червоненський ліцей» Червоненської селищної ради Житомирської області,Червоненська селищна територіальна громада,2026 STEM,Очно,28.864209,49.952423,UA18020170000036711,Житомирська,Задовільний,FALSE
15975,Романівський ліцей №2 Романівської селищної ради Житомирського р-ну Житомирської обл.,Романівська селищна територіальна громада,2026 STEM,Очно,27.97134160995484,50.0848762755653,UA18040470000074046,Житомирська,Задовільний,FALSE
15577,Баранівський ліцей №1 Баранівської міської ради,Баранівська міська територіальна громада,2026 STEM,Очно,27.677295,50.294364,UA18080010000090720,Житомирська,Задовільний,FALSE
15803,Старосілецький ліцей Старосілецької сільської ради Житомирської області,Старосілецька сільська територіальна громада,2026 STEM,Очно,28.988679,50.406457,UA18040510000013419,Житомирська,Помірний,FALSE
15644,Хорошівський ліцей № 2 Житомирської області,Хорошівська селищна територіальна громада,2026 STEM,Очно,28.445297,50.596009,UA18040570000099817,Житомирська,Задовільний,FALSE
16076,Комунальний заклад «Чуднівський ліцей» Чуднівської міської ради Житомирської області,Чуднівська міська територіальна громада,2026 STEM,Очно,28.120879,50.050397,UA18040610000049084,Житомирська,Задовільний,FALSE
16864,Олевський ліцей №2 Олевської міської ради,Олевська міська територіальна громада,2026 STEM,Очно,27.657348,51.214325,UA18060190000071101,Житомирська,Високий,FALSE
16916,Левківський ліцей Глибочицької сільської ради Житомирського району Житомирської області,Глибочицька сільська територіальна громада,2026 STEM,Очно,28.839173,50.243304,UA18040150000019024,Житомирська,Задовільний,FALSE
16822,Коростенський міський ліцей №4 Житомирської області,Коростенська міська територіальна громада,2026 STEM,Очно,28.641067,50.947659,UA18060090000061708,Житомирська,Високий,FALSE
16906,Березівський ліцей Березівської сільської ради Житомирського району Житомирської області,Березівська сільська територіальна громада,2026 STEM,Очно,28.432080745697025,50.31491438264403,UA18040030000089649,Житомирська,Задовільний,FALSE
15693,Ліцей № 1 міста Житомира,Житомирська міська територіальна громада,2026 STEM,Очно,28.609806,50.283503,UA18040190000029215,Житомирська,Помірний,FALSE
15947,Корнинський ліцей Корнинської селищної ради Житомирського району Житомирської області,Корнинська селищна територіальна громада,2026 STEM,Очно,29.537388,50.083802,UA18040230000036046,Житомирська,Помірний,FALSE
16920,Новогуйвинський ліцей імені Сергія Процика,Новогуйвинська селищна територіальна громада,2026 STEM,Очно,28.691085577011112,50.203962015290045,UA18040350000040746,Житомирська,Задовільний,FALSE
19173,Тячівський ліцей №1 імені В. Ґренджі-Донського Тячівської міської ради Закарпатської області,Тячівська міська територіальна громада,2026 STEM,Очно,23.574874,48.008174,UA21080150000014443,Закарпатська,Задовільний,FALSE
18953,Ільницький заклад загальної середньої освіти І-ІІІ ступенів Іршавської міської ради Закарпатської області,Іршавська міська територіальна громада,2026 STEM,Очно,23.082777,48.345438,UA21120130000025618,Закарпатська,Задовільний,FALSE
19176,Тересвянський ліцей імені Віталія Бенчака Тересвянської селищної ради Тячівського району Закарпатської області,Тересвянська селищна територіальна громада,2026 STEM,Очно,23.691825,48.0010851,UA21080130000093757,Закарпатська,Помірний,FALSE
19097,Рахівський заклад загальної середньої освіти І-ІІІ ступенів №1 Рахівської міської ради Рахівського району Закарпатської області,Рахівська міська територіальна громада,2026 STEM,Очно,24.204054,48.055232,UA21060050000029937,Закарпатська,Помірний,TRUE
18943,Білківський ліцей Білківської сільської ради Хустського району Закарпатської області,Білківська сільська територіальна громада,2026 STEM,Очно,23.1347776,48.311282,UA21120010000011654,Закарпатська,Задовільний,FALSE
18966,Міжгірський ліцей №1 Міжгірської селищної ради,Міжгірська селищна територіальна громада,2026 STEM,Очно,23.5015821,48.5224731,UA21120190000082169,Закарпатська,Задовільний,TRUE
19262,Ужгородський ліцей №15 Ужгородської міської ради,Ужгородська міська територіальна громада,2026 STEM,Очно,22.28475,48.611963,UA21100230000083101,Закарпатська,Задовільний,FALSE
19217,Бедевлянський ліцей Бедевлянської сільської ради Тячівського району Закарпатської області,Бедевлянська сільська територіальна громада,2026 STEM,Очно,23.6641706,48.0038883,UA21080010000097427,Закарпатська,Задовільний,FALSE
5331,Ліцей імені Героїв 68-го батальйону Перечинської міської ради Закарпатської області,Перечинська міська територіальна громада,2026 STEM,Очно,22.478364,48.735045,UA21100130000055002,Закарпатська,Задовільний,FALSE
18995,Пилипецький ліцей Пилипецької сільської ради Закарпатської області,Пилипецька сільська територіальна громада,2026 STEM,Очно,23.345768,48.670477,UA21120210000094884,Закарпатська,Задовільний,TRUE
18957,Кушницький ліцей Керецьківської сільської ради Хустського району Закарпатської області,Керецьківська сільська територіальна громада,2026 STEM,Очно,23.2523261,48.4436453,UA21120150000079563,Закарпатська,Задовільний,FALSE
18902,Нижньоворітський ліцей Нижньоворітської сільської ради Мукачівського району Закарпатської області,Нижньоворітська сільська територіальна громада,2026 STEM,Очно,23.098381,48.771273,UA21040190000088960,Закарпатська,Задовільний,TRUE
18720,Концівський ліцей Холмківської сільської ради Ужгородського району Закарпатської області,Холмківська сільська територіальна громада,2026 STEM,Очно,22.253452,48.575005,UA21100250000028639,Закарпатська,Задовільний,FALSE
19177,Усть-Чорнянський опорний заклад загальної середньої освіти І-ІІІ ступенів Усть-Чорнянської селищної ради Тячівського району Закарпатської області,Усть-Чорнянська селищна територіальна громада,2026 STEM,Очно,23.942303,48.320215,UA21080190000094580,Закарпатська,Задовільний,TRUE
18997,Синевирський ліцей Синевирської сільської ради Хустського району Закарпатської області,Синевирська сільська територіальна громада,2026 STEM,Очно,23.6199768,48.4938845,UA21120230000041982,Закарпатська,Задовільний,TRUE
18740,Берегівський ліцей імені Лайоша Кошута Берегівської міської ради Закарпатської області,Берегівська міська територіальна громада,2026 STEM,Очно,22.641381,48.204841,UA21020030000019624,Закарпатська,Задовільний,FALSE
19116,Заклад загальної середньої освіти І-ІІІ ступенів с. Видричка Богданської сільської ради Рахівського району Закарпатської області,Богданська сільська територіальна громада,2026 STEM,Очно,24.336771,48.053786,UA21060010000011784,Закарпатська,Задовільний,TRUE
5330,Дубриницький ліцей Дубриницької сільської ради Ужгородського району Закарпатської області,Дубриницько-Малоберезнянська сільська територіальна громада,2026 STEM,Очно,22.493357,48.803267,UA21100070000018509,Закарпатська,Задовільний,FALSE
19129,Середньоводянський ліцей імені академіка Василя Маріни Солотвинської селищної ради Тячівського району Закарпатської області,Солотвинська селищна територіальна громада,2026 STEM,Очно,23.9085558,47.9832425,UA21080110000054940,Закарпатська,Задовільний,FALSE
18881,Воловецький ліцей Воловецької селищної ради Мукачівського району Закарпатської області,Воловецька селищна територіальна громада,2026 STEM,Очно,23.1822128,48.7152204,UA21040050000032164,Закарпатська,Помірний,TRUE
19102,Ясінянський заклад загальної середньої освіти І-ІІІ ступенів №2 Ясінянської селищної ради Рахівського району Закарпатської області,Ясінянська селищна територіальна громада,2026 STEM,Очно,24.3514608,48.2594574,UA21060070000049340,Закарпатська,Задовільний,TRUE
19103,Великобичківський ліцей Великобичківської селищної ради Рахівського району Закарпатської області,Великобичківська селищна територіальна громада,2026 STEM,Очно,24.02873,47.95694,UA21060030000020114,Закарпатська,Задовільний,FALSE
19284,Вишківський ліцей №1 Вишківської селищної ради Хустського району Закарпатської області,Вишківська селищна територіальна громада,2026 STEM,Очно,23.420454,48.050624,UA21120030000076462,Закарпатська,Задовільний,FALSE
1584,Запорізький багатопрофільний ліцей № 99 Запорізької міської ради Запорізької області,Запорізька міська територіальна громада,2026 STEM,Очно,35.042803,47.820921,UA23060070000082704,Запорізька,Дуже високий,FALSE
11087,Рогатинський ліцей №1 Рогатинської міської ради Івано Франківської області,Рогатинська міська територіальна громада,2026 STEM,Очно,24.621852,49.410817,UA26040270000047749,Івано-Франківська,Задовільний,FALSE
10678,Галицький ліцей імені Ярослава Осмомисла Галицької міської ради Івано-Франківської області,Галицька міська територіальна громада,2026 STEM,Очно,24.735449600827867,49.12329244439197,UA26040090000025932,Івано-Франківська,Задовільний,FALSE
11157,Рожнятівський ліцей Рожнятівської селищної ради Івано-Франківської області,Рожнятівська селищна територіальна громада,2026 STEM,Очно,24.152380228042603,48.93972574863633,UA26060230000053464,Івано-Франківська,Задовільний,TRUE
10986,Рожнівський ліцей «Гуцульщина» імені Федора Погребенника Рожнівської сільської ради Косівського району Івано-Франківської області,Рожнівська сільська територіальна громада,2026 STEM,Очно,25.220507,48.366782,UA26100070000078132,Івано-Франківська,Задовільний,FALSE
10625,Верховинський ліцей Верховинської селищної ради,Верховинська селищна територіальна громада,2026 STEM,Очно,24.83016418824892,48.15602330626012,UA26020030000088465,Івано-Франківська,Задовільний,TRUE
10589,Солотвинський ліцей Солотвинської селищної ради Івано-Франківського району Івано-Франківської області,Солотвинська селищна територіальна громада,2026 STEM,Очно,24.416524,48.706128,UA26040290000025886,Івано-Франківська,Задовільний,TRUE
995,Івано-Франківський науковий природничо-математичний ліцей ім.Івана Пулюя Івано-Франківської міської ради,Івано-Франківська міська територіальна громада,2026 STEM,Очно,24.716885,48.923357,UA26040190000081578,Івано-Франківська,Помірний,FALSE
11055,Пасічнянський ліцей Пасічнянської сільської ради,Пасічнянська сільська територіальна громада,2026 STEM,Очно,24.4441294,48.5735902,UA26120090000072057,Івано-Франківська,Задовільний,TRUE
11154,Брошнів-Осадський ліцей Брошнів-Осадської селищної ради Калуського району Івано-Франківської області,Брошнів-Осадська селищна територіальна громада,2026 STEM,Очно,24.1865855,48.9964997,UA26060030000011364,Івано-Франківська,Помірний,FALSE
10617,Болехівський ліцей № 1 «Академічний» Болехівської міської ради Івано-Франківської області,Болехівська міська територіальна громада,2026 STEM,Очно,23.855113,49.068497,UA26060010000037638,Івано-Франківська,Задовільний,TRUE
10863,Калуський ліцей №10 Калуської міської ради Івано-Франківської області,Калуська міська територіальна громада,2026 STEM,Очно,24.364144,49.0344017,UA26060170000091466,Івано-Франківська,Задовільний,FALSE
11271,Обертинський ліцей Обертинської селищної ради Івано-Франківського району Івано-Франківської області,Обертинська селищна територіальна громада,2026 STEM,Очно,25.169956684112552,48.69998954084804,UA26040230000035526,Івано-Франківська,Задовільний,FALSE
10907,Коломийський ліцей №2 Коломийської міської ради Івано-Франківської області,Коломийська міська територіальна громада,2026 STEM,Очно,25.048965,48.535097,UA26080070000092582,Івано-Франківська,Задовільний,FALSE
11041,"Надвірнянський ліцей ""Престиж"" Надвірнянської міської ради Івано-Франківської області",Надвірнянська міська територіальна громада,2026 STEM,Очно,24.568519,48.635611,UA26120070000067596,Івано-Франківська,Задовільний,TRUE
10718,Городенківський ліцей №1 ім. Івана Данилюка Городенківської міської ради,Городенківська міська територіальна громада,2026 STEM,Очно,25.505246,48.670174,UA26080030000014307,Івано-Франківська,Задовільний,FALSE
11313,Яремчанський ліцей №2 Яремчанської міської ради Івано-Франківської області,Яремчанська міська територіальна громада,2026 STEM,Очно,24.580035,48.473014,UA26120150000021671,Івано-Франківська,Помірний,TRUE
10754,"Долинський науковий природничо-математичний ліцей ""Інтелект"" Долинської міської ради Івано-Франківської області",Долинська міська територіальна громада,2026 STEM,Очно,23.965004,48.972035,UA26060130000047466,Івано-Франківська,Задовільний,TRUE
11035,Ланчинський ліцей імені Юрія Шкрумеляка Ланчинської селищної ради Надвірнянського району Івано-Франківської області,Ланчинська селищна територіальна громада,2026 STEM,Очно,24.753033,48.552348,UA26120050000087602,Івано-Франківська,Задовільний,FALSE
11280,Олешанський ліцей Олешанської сільської ради Івано-Франкіського району Івано-Франківської області,Олешанська сільська територіальна громада,2026 STEM,Очно,25.136011,48.836184,UA26040250000061081,Івано-Франківська,Задовільний,FALSE
10577,Богородчанський ліцей №1 імені Олекси Гірника Богородчанської селищної ради,Богородчанська селищна територіальна громада,2026 STEM,Очно,24.53329682350159,48.80831197101941,UA26040030000091528,Івано-Франківська,Задовільний,FALSE
10943,Печеніжинський ліцей Печеніжинської селищної ради,Печеніжинська селищна територіальна громада,2026 STEM,Очно,24.87886190414429,48.51390724158192,UA26080170000041182,Івано-Франківська,Задовільний,TRUE
21949,Опорний заклад освіти «Ржищівський ліцей «Лідер» Ржищівської міської ради Київської області,Ржищівська міська територіальна громада,2026 STEM,Очно,31.035158,49.962623,UA32120130000012946,Київська,Помірний,FALSE
21735,Опорний заклад освіти «Жукинський ліцей» Пірнівської сільської ради Вишгородського району Київської області,Пірнівська сільська територіальна громада,2026 STEM,Очно,30.690672,50.81099,UA32100090000060111,Київська,Високий,FALSE
21494,Яготинський ліцей № 2 Яготинської міської ради,Яготинська міська територіальна громада,2026 STEM,Очно,31.7814981,50.2439465,UA32040210000086086,Київська,Помірний,FALSE
21653,Великодимерський ліцей  Великодимерської селищної ради Броварського району Київської області,Великодимерська селищна територіальна громада,2026 STEM,Очно,30.9037661,50.5928129,UA32060070000092009,Київська,Помірний,FALSE
21682,Броварський ліцей № 7 Броварської міської ради Броварського району Київської області,Броварська міська територіальна громада,2026 STEM,Очно,30.794823,50.510793,UA32060050000030591,Київська,Високий,FALSE
21656,Зазимський ліцей «Академія успіху»,Зазимська сільська територіальна громада,2026 STEM,Очно,30.683297,50.558542,UA32060090000096236,Київська,Високий,FALSE
21800,Ірпінський ліцей №1 Ірпінської міської ради Бучанського району Київської області,Ірпінська міська територіальна громада,2026 STEM,Очно,30.24055480957032,50.52769691080184,UA32080150000035443,Київська,Високий,FALSE
21977,Сквирський академічний ліцей Сквирської міської ради Київської області,Сквирська міська територіальна громада,2026 STEM,Очно,29.652031,49.736619,UA32020150000040878,Київська,Задовільний,FALSE
22214,Опорний заклад освіти «Білогородський ліцей №1» Білогородської сільської ради Бучанського району Київської області,Білогородська сільська територіальна громада,2026 STEM,Очно,30.231085,50.391649,UA32080010000060215,Київська,Помірний,FALSE
5534,Опорний заклад освіти «Васильківський академічний ліцей «Престиж» Васильківської міської ради Київської області,Васильківська міська територіальна громада,2026 STEM,Очно,30.315284,50.208485,UA32120030000030458,Київська,Високий,FALSE
22047,Тетіївський ліцей №2  Тетіївської міської ради Київської області,Тетіївська міська територіальна громада,2026 STEM,Очно,29.677867,49.37051,UA32020210000064694,Київська,Задовільний,FALSE
21608,"Опорний заклад освіти "" Немішаївський ліцей №2"" Немішаївської селищної ради Бучанського району Київської області",Немішаївська селищна територіальна громада,2026 STEM,Очно,30.0852125,50.5566687,UA32080210000074136,Київська,Помірний,FALSE
18676," Узинський ліцей ""Обдарованість"" Узинської міської ради Київської області",Узинська міська територіальна громада,2026 STEM,Очно,30.424725167711195,49.825234914515285,UA32020230000012716,Київська,Помірний,FALSE
22217,ГАТНЕНСЬКИЙ ЛІЦЕЙ ГАТНЕНСЬКОЇ СІЛЬСЬКОЇ РАДИ ФАСТІВСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,Гатненська сільська територіальна громада,2026 STEM,Очно,30.401181,50.355904,UA32140050000046018,Київська,Помірний,FALSE
22220,Дмитрівський академічний ліцей «Перспектива» Дмитрівської сільської ради Бучанського району Київської області,Дмитрівська сільська територіальна громада,2026 STEM,Очно,30.171403,50.4605864,UA32080130000056481,Київська,Помірний,FALSE
22229,ОПОРНИЙ ЗАКЛАД ОСВІТИ «СОФІЇВСЬКО-БОРЩАГІВСЬКИЙ ЛІЦЕЙ» БОРЩАГІВСЬКОЇ СІЛЬСЬКОЇ РАДИ БУЧАНСЬКОГО РАЙОНУ КИЇВСЬКОЇ ОБЛАСТІ,Борщагівська сільська територіальна громада,2026 STEM,Очно,30.361646,50.409672,UA32080050000052660,Київська,Високий,FALSE
14205,Ліцей інформаційних технологій Олександрійської міської ради Кіровоградської області,Олександрійська міська територіальна громада,2026 STEM,Очно,33.115001,48.670947,UA35080050000038829,Кіровоградська,Помірний,FALSE
13843,"Комунальний заклад ""Гайворонський ліцей № 2"" Гайворонської міської ради Кіровоградської  області",Гайворонська міська територіальна громада,2026 STEM,Очно,29.866441,48.340581,UA35020050000014205,Кіровоградська,Помірний,FALSE
13911,Комунальний заклад «Академічний ліцей Долинської міської ради»,Долинська міська територіальна громада,2026 STEM,Очно,32.777306,48.114989,UA35040110000055821,Кіровоградська,Високий,FALSE
5365,Червонокам'янський ліцей Попельнастівської сільської ради Олександрійського району Кіровоградської області,Попельнастівська сільська територіальна громада,2026 STEM,Очно,33.44195632303266,48.64904394450379,UA35080130000048304,Кіровоградська,Високий,FALSE
13850,Побузький ліцей Побузької селищної ради Голованівського району Кіровоградської області,Побузька селищна територіальна громада,2026 STEM,Очно,30.593705135914124,48.16438229829677,UA35020190000025203,Кіровоградська,Помірний,FALSE
18606,Комунальний заклад Добровеличківський ліцей «ІНТЕЛЕКТ» Добровеличківської селищної ради Кіровоградської області,Добровеличківська селищна територіальна громада,2026 STEM,Очно,31.176903,48.384754,UA35060050000025668,Кіровоградська,Помірний,FALSE
19345,Центральноукраїнський науковий ліцей Кіровоградської обласної ради,Кропивницька міська територіальна громада,2026 STEM,Очно,32.260999,48.513532,UA35040210000014072,Кіровоградська,Помірний,FALSE
14215,Павлиський ліцей імені В.О. Сухомлинського Онуфріївської селищної ради Кіровоградської області,Онуфріївська селищна територіальна громада,2026 STEM,Очно,33.3606491665303,48.92376819289698,UA35080070000016791,Кіровоградська,Помірний,FALSE
13968,Комунальний заклад «Ліцей «Лідер» Кропивницької міської ради»,Кропивницька міська територіальна громада,2026 STEM,Очно,32.2505474,48.5164234,UA35040210000014072,Кіровоградська,Помірний,FALSE
13996,Аджамський ліцей Аджамської сільської ради Кропивницького району Кіровоградської області,Аджамська сільська територіальна громада,2026 STEM,Очно,32.539513,48.542131,UA35040010000022631,Кіровоградська,Помірний,FALSE
14046,"Комунальний заклад ""Злинський ліцей"" Злинської сільської ради",Злинська сільська територіальна громада,2026 STEM,Очно,31.537613,48.491092,UA35060070000071148,Кіровоградська,Помірний,FALSE
14092,Підвисоцький ліцей ім. Т.Г. Шевченка Голованівського  району Кіровоградської області,Підвисоцька сільська територіальна громада,2026 STEM,Очно,30.686935,48.582694,UA35020170000076448,Кіровоградська,Помірний,FALSE
14008,"Ліцей ""Нова школа"" Катеринівської сільської ради Кропивницького району Кіровоградської області",Катеринівська сільська територіальна громада,2026 STEM,Очно,32.12245702743531,48.56930945848683,UA35040150000097644,Кіровоградська,Помірний,FALSE
13613,Яворівський ліцей імені Осипа Маковея Яворівської міської ради Львівської області,Яворівська міська територіальна громада,2026 STEM,Очно,23.390414,49.948017,UA46140110000063568,Львівська,Задовільний,FALSE
12361,Городоцький навчально-виховний комплекс №2 І-ІІІ ступенів «заклад загальної середньої освіти І ступеня – гімназія» Городоцької міської ради Львівської області,Городоцька міська територіальна громада,2026 STEM,Очно,23.6488605,49.784409,UA46060070000047720,Львівська,Задовільний,FALSE
12899,Моршинський ліцей імені Константина Малецького,Моршинська міська територіальна громада,2026 STEM,Очно,23.864644,49.155658,UA46100130000048262,Львівська,Задовільний,FALSE
5452,Буський заклад загальної середньої освіти - Гімназія імені Євгена Петрушевича при Львівському національному університет імені Івана Франка Буської міської ради,Буська міська територіальна громада,2026 STEM,Очно,24.6100523,49.9625936,UA46040030000058332,Львівська,Задовільний,FALSE
12964,Бібрський опорний ліцей імені Уляни Кравченко Бібрської міської ради Львівського району Львівської області,Бібрська міська територіальна громада,2026 STEM,Очно,24.29697453968549,49.64183963015906,UA46060010000049728,Львівська,Задовільний,FALSE
13556,Новояворівський заклад загальної середньої освіти І-ІІІ ступенів №1 Новояворівської міської ради,Новояворівська міська територіальна громада,2026 STEM,Очно,23.573697,49.92867,UA46140050000054478,Львівська,Задовільний,FALSE
12513,Опорний комунальний заклад загальної середньої освіти І-ІІІ ступенів №1 імені Ігоря Калинця м.Ходорів Ходорівської міської ради Львівської області,Ходорівська міська територіальна громада,2026 STEM,Очно,24.321446,49.405952,UA46100270000094052,Львівська,Задовільний,FALSE
12507,Жидачівський заклад загальної середньої освіти І-ІІІ ступенів №3 ім. О. Партицького Жидачівської міської рада Львівської області,Жидачівська міська територіальна громада,2026 STEM,Очно,24.138486,49.389155,UA46100050000053848,Львівська,Задовільний,FALSE
12296,Східницький заклад загальної середньої освіти І-ІІІ рівнів Східницької селищної ради Дрогобицького району Львівської області,Східницька селищна територіальна громада,2026 STEM,Очно,23.34646,49.22637,UA46020070000056149,Львівська,Задовільний,TRUE
12445,Підбузький заклад загальної середньої освіти І-ІІІ рівнів Східницької селищної ради Дрогобицького району Львівської області,Східницька селищна територіальна громада,2026 STEM,Очно,23.248525,49.333832,UA46020070000056149,Львівська,Задовільний,TRUE
13164,Ралівський опорний заклад загальної середньої освіти ім.Івана Франка Ралівської сільської ради Самбірського району Львівської області,Ралівська сільська територіальна громада,2026 STEM,Очно,23.260536,49.52194,UA46080090000029798,Львівська,Задовільний,FALSE
12648,Золочівський ліцей Золочівської міської ради Золочівського району Львівської області імені Василя Вишиваного,Золочівська міська територіальна громада,2026 STEM,Очно,24.898706,49.8037073,UA46040070000032075,Львівська,Задовільний,FALSE
12702,Добротвірський опорний заклад загальної середньої освіти І–ІІІ ступенів Добротвірської селищної ради Шептицького району Львівської області,Добротвірська селищна територіальна громада,2026 STEM,Очно,24.3839593,50.20274939999999,UA46120050000027080,Львівська,Задовільний,FALSE
